RespondentID,SiteID,StartDate,EndDate,1) Do more volunteer work,2) See friends more often/make new friends,3) Take better care of my health,4) Eat meals that are better for me,5) Have more energy,6) Feel happier or more satisfied with my life,7) Have something to look forward to each day,8) Know where to ask if I need a serv,9) Feel more able to stay independent,10) Feel that the senior center has,11) Learn new things,12) Have learned about services and benefits,13) Am more physically active,14) Would recommend the s,15) Please tell us how part,16) I participate in the followin,17a) American Indian or Alaska Native,"17b) Asian, Asian-American","17c) Black, African-American, Other African",17d) Hawaiian Native or Pacific Islander,"17e) Hispanic, Latino",17f) White or Caucasian,17g) Other,18) Zip Code,19) Annual Income
WS319,West Seattle,09/01/2018,12/31/2018,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,,,0,0,0,0,0,1,0,98116,
WS320,West Seattle,09/01/2018,12/31/2018,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Giving it meaning,"pinochle, cribbage, lunch",0,0,0,0,0,1,0,98136,Low
WS321,West Seattle,09/01/2018,12/31/2018,Sometimes,Sometimes,Not Applicable,Not Applicable,Not Applicable,Sometimes,Sometimes,Not Applicable,Not Applicable,Most of the time,Sometimes,Sometimes,Not Applicable,Most of the time,Met new friends - also enjoy volunteering,cribbage,0,0,0,0,0,1,0,98116,Above Moderate
WS322,West Seattle,09/01/2018,12/31/2018,Sometimes,Most of the time,Not Applicable,Not Applicable,Not Applicable,Most of the time,Not Applicable,Not Applicable,Not Applicable,Most of the time,Most of the time,Most of the time,Not Applicable,Not Applicable,Made some fun friends,Cribbage,0,0,0,0,0,1,0,98116,Above Moderate
WS323,West Seattle,09/01/2018,12/31/2018,,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Increased information and meeting new people,"History class, auto driving, senior books",0,0,0,0,0,1,0,98126,Moderate
WS326,West Seattle,09/01/2018,12/31/2018,Most of the time,Sometimes,Most of the time,Not Applicable,Sometimes,Sometimes,Sometimes,Not Applicable,Not Applicable,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Have me some wonderful people - made some good friends,"EnhanceFitness, classes, borrowed books, volunteer@front desk",0,0,0,0,0,1,0,98116,Moderate
WS327,West Seattle,09/01/2018,12/31/2018,Most of the time,Most of the time,Sometimes,Not Applicable,Most of the time,Most of the time,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,,0,0,0,0,0,1,0,98116,Above Moderate
WS328,West Seattle,09/01/2018,12/31/2018,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,just started,class,0,0,0,0,0,1,0,98136,Low
WS329,West Seattle,09/01/2018,12/31/2018,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Sometimes,Sometimes,Almost Never,Almost Never,Sometimes,helped with my spanish,Spanish conversation,0,0,0,0,0,1,0,98136,Above Moderate
WS330,West Seattle,09/01/2018,12/31/2018,Sometimes,Most of the time,Not Applicable,Not Applicable,Not Applicable,Sometimes,Sometimes,Not Applicable,Not Applicable,Sometimes,Most of the time,Not Applicable,Not Applicable,Most of the time,Improved my Spanish and enabled me to meet several interesting people,Spanish class,0,0,0,0,0,1,0,98126,
WS331,West Seattle,09/01/2018,12/31/2018,,Sometimes,,,,Sometimes,,,,,Sometimes,,,Most of the time,Now I have a peer group as I learn Spanish,Spanish Conversation,0,0,0,0,0,1,0,98118,Moderate
WS332,West Seattle,09/01/2018,12/31/2018,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,an additional outlet,LGBT might out,0,1,0,0,0,0,0,98126,Above Moderate
WS333,West Seattle,09/01/2018,12/31/2018,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Almost Never,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,,"2nd Thursday out, fundraiser, rainbow bingo",0,0,0,0,0,1,0,98126,Above Moderate
WS334,West Seattle,09/01/2018,12/31/2018,Most of the time,Most of the time,Sometimes,Not Applicable,Most of the time,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,I love how people-centered the center is. Love the social aspect and how lots of interests are accomodated.,"yoga, bridge, LGBTQ, parade, fundraisers, bingo",0,0,0,0,0,1,0,98126,Above Moderate
WS335,West Seattle,09/01/2018,12/31/2018,Almost Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Most of the time,Sometimes,Sometimes,Almost Never,Most of the time,I have done yoga and salsa in the past,LGBTQ gatherings,0,0,0,0,0,1,0,98116,Moderate
WS336,West Seattle,09/01/2018,12/31/2018,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,keeps me active and motivated,volunteer often,0,0,0,0,0,1,0,98106,Moderate
WS337,West Seattle,09/01/2018,12/31/2018,Almost Never,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Stay busy,ukulele,0,0,1,0,0,0,0,98116,Very Low
WS338,West Seattle,09/01/2018,12/31/2018,Almost Never,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,,2nd thurs out,0,0,0,0,0,1,0,98146,Very Low
WS339,West Seattle,09/01/2018,12/31/2018,,Most of the time,Most of the time,,,Most of the time,Most of the time,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,I have met so many wonderful people,"Exercise, LGBT Rainbow bingo",0,0,0,0,0,1,0,98116,Very Low
WS341,West Seattle,09/01/2018,12/31/2018,Sometimes,Most of the time,Sometimes,Not Applicable,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,More connected with friends and community,"classes, rainbow bingo, coffeeshop, exercise",0,0,0,0,0,1,0,98136,Moderate
WS342,West Seattle,09/01/2018,12/31/2018,Almost Never,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,11 years of enhanced fitness exercise has made both me and my MD very happy,"Exercise, classes, parties, crab feed",0,0,0,0,0,1,0,98116,Low
WS343,West Seattle,09/01/2018,12/31/2018,Not Applicable,Most of the time,,,,,,,,Most of the time,Most of the time,,,Most of the time,knowledge of bugs,so far just the one class,0,0,0,0,0,1,0,98168,Very Low
WS344,West Seattle,09/01/2018,12/31/2018,Almost Never,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Encourages regular routine,"Music, diabetes support",0,0,0,0,0,1,0,98106,Above Moderate
WS345,West Seattle,09/01/2018,12/31/2018,Almost Never,Sometimes,Sometimes,Not Applicable,Not Applicable,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Not Applicable,Not Applicable,Most of the time,easy and convenient to learn new things,spanish class,0,0,0,0,0,1,0,98116,
WS346,West Seattle,09/01/2018,12/31/2018,Most of the time,Most of the time,Not Applicable,Not Applicable,Most of the time,Most of the time,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Enjoy many classes,"EnhanceFitness, German language",0,0,0,0,0,1,0,98136,
WS347,West Seattle,09/01/2018,12/31/2018,Almost Never,Most of the time,Sometimes,Not Applicable,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,"Stronger, friends","exercise, computer",0,0,0,0,0,1,0,98136,Above Moderate
WS348,West Seattle,09/01/2018,12/31/2018,Not Applicable,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Allowed me to be independent,"EnhanceFitness, Low user group",0,0,0,0,0,1,0,98126,
WS349,West Seattle,09/01/2018,12/31/2018,Almost Never,Sometimes,Most of the time,Almost Never,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,"I am healthier, happier","Bingo, exercise, classes",0,0,0,0,0,1,0,98116,Low
WS350,West Seattle,09/01/2018,12/31/2018,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Gets me out of house,EnhanceFitness yoga lunch soup,0,0,0,0,0,1,0,98116,Moderate
WS351,West Seattle,09/01/2018,12/31/2018,Almost Never,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Almost Never,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Being in West Seattle for only 3 years I have been able to make new friends and enjoy the activities,"EnhanceFitness, history class, low vision, support group, drum group, entertainment",0,0,0,0,0,1,0,98136,Moderate
WS352,West Seattle,09/01/2018,12/31/2018,Almost Never,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,More exercise and good foot care,exercise,0,0,0,0,0,1,0,98116,Above Moderate
WS353,West Seattle,09/01/2018,12/31/2018,,Most of the time,Most of the time,,Sometimes,Sometimes,Most of the time,Almost Never,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,,Lifetime fitness,0,0,0,0,0,1,0,98126,Above Moderate
WS354,West Seattle,09/01/2018,12/31/2018,Almost Never,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,,Exercise class,0,0,0,0,0,1,0,98126,Above Moderate
WS355,West Seattle,09/01/2018,12/31/2018,Almost Never,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,It gets me out of my shell,at the time only EnhanceFitness,0,0,0,0,0,1,0,98136,Moderate
WS357,West Seattle,09/01/2018,12/31/2018,,Most of the time,Most of the time,,Most of the time,Most of the time,Most of the time,,,Most of the time,Most of the time,,Most of the time,Most of the time,see above,EnhanceFitness,0,0,0,0,0,1,0,98116,
WS371,West Seattle,09/01/2018,12/31/2018,,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Has provided a place for me to access services I need in my recovery,YBI Support cards,0,0,0,0,0,1,0,98116,Very Low
WS372,West Seattle,09/01/2018,12/31/2018,,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Almost Never,Sometimes,Most of the time,Almost Never,Sometimes,Sometimes,Sometimes,I feel a lot better,"No, but I wish",1,0,0,0,0,0,0,98114,Very Low
WS373,West Seattle,09/01/2018,12/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Most of the time,Not Applicable,,Most of the time,Most of the time,Knowing the center is close and accessible,Brain injury support group,0,0,0,1,0,0,0,98109,Very Low
WS374,West Seattle,09/01/2018,12/31/2018,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,It gives me quality of life,,0,1,0,0,0,0,0,98144,Very Low
WS375,West Seattle,09/01/2018,12/31/2018,Not Applicable,Most of the time,Sometimes,Not Applicable,Not Applicable,,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,Most of the time,Not Applicable,Most of the time,"Brain injury support group once a month, has connected me to community, advice and help on my life with TBI",Brain injury support group,0,0,0,0,0,1,0,98116,Very Low
WS376,West Seattle,09/01/2018,12/31/2018,Not Applicable,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Lots of fun people,pinochle/meditation,0,0,0,0,0,1,0,98136,Above Moderate
WS378,West Seattle,09/01/2018,12/31/2018,Sometimes,Most of the time,Most of the time,Almost Never,Almost Never,Sometimes,Sometimes,Almost Never,Most of the time,Most of the time,Sometimes,Not Applicable,Almost Never,Most of the time,,"volunteer, pinochle, lunch",0,0,0,0,0,0,0,98116,Above Moderate
WS379,West Seattle,09/01/2018,12/31/2018,,Most of the time,Most of the time,,Most of the time,Most of the time,Most of the time,,Most of the time,,Most of the time,,Most of the time,Most of the time,getting out of the house,play cards,1,0,0,0,0,0,0,98136,
WS383,West Seattle,09/01/2018,12/31/2018,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,I'm happy all week long,"pinochle, cribbage, lunches, cafe, casino trips, thrift store, holiday lunches",0,0,0,0,0,1,0,98136,Moderate
WS389,West Seattle,09/01/2018,12/31/2018,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,Most of the time,Most of the time,Most of the time,"Meet new friends, keeps me from feeling ""old""","classes, vet meetings",0,0,0,0,0,1,0,98146,Very Low
WS391,West Seattle,09/01/2018,12/31/2018,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,,Most of the time,Sometimes,Most of the time,,,0,0,0,0,0,1,0,98136,Above Moderate
WS392,West Seattle,09/01/2018,12/31/2018,Not Applicable,Most of the time,Not Applicable,Not Applicable,Not Applicable,Most of the time,Not Applicable,Not Applicable,Not Applicable,Most of the time,Most of the time,Not Applicable,Not Applicable,Most of the time,led me to do more reading in history,history class,0,0,0,0,0,1,0,98116,Low
WS394,West Seattle,09/01/2018,12/31/2018,Not Applicable,Sometimes,Not Applicable,Not Applicable,Sometimes,Sometimes,Sometimes,Not Applicable,Not Applicable,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,It has given me a chance to do additional things,"history class, foot care",0,0,0,0,0,1,0,98126,Above Moderate
WS395,West Seattle,09/01/2018,12/31/2018,Not Applicable,Sometimes,Not Applicable,Not Applicable,Not Applicable,Sometimes,Almost Never,Sometimes,Not Applicable,Most of the time,Most of the time,Almost Never,Not Applicable,Sometimes,"history class, thinking and learning",history class,0,0,0,0,0,1,0,98146,Above Moderate
WS397,West Seattle,09/01/2018,12/31/2018,Not Applicable,Sometimes,Sometimes,Not Applicable,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,"Feel more purpose, incentive, motivation","Watercolor, cribbage, mahjong, lunch, low vision group",0,0,0,0,0,1,0,98116,Low
WS398,West Seattle,09/01/2018,12/31/2018,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,"More socially active, eat better","eat, eat, eat, some computer",0,0,0,0,0,1,0,98126,Low
WS399,West Seattle,09/01/2018,12/31/2018,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Almost Never,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,have made friends,"Art class, volunteer",0,0,0,0,0,1,0,98136,Very Low
WS400,West Seattle,09/01/2018,12/31/2018,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Almost Never,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,,,0,0,0,0,0,1,0,98116,Moderate
WS203,West Seattle,09/01/2018,12/31/2018,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,"Lunch,cafe and special lunches. Art group, painting",,0,0,0,0,0,1,0,98116,Low
WS203,West Seattle,09/01/2018,12/31/2018,Most of the time,Sometimes,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,As above,Volunteer Bingo,0,0,0,0,0,1,0,98116,Above Moderate
WS203,West Seattle,09/01/2018,12/31/2018,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,"Feel pat of a community, opportunities to contribute","Volunteer, exercise, cards, sing-along, lunch",0,0,0,0,0,1,0,98116,Low
WS203,West Seattle,09/01/2018,12/31/2018,Almost Never,Most of the time,Sometimes,Sometimes,,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Met new friends and attended computer classes,,0,0,0,0,0,1,0,98136,Above Moderate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
