RespondentID,SiteID,StartDate,EndDate,1) Do more volunteer work,2) See friends more often/make new friends,3) Take better care of my health,4) Eat meals that are better for me,5) Have more energy,6) Feel happier or more satisfied with my life,7) Have something to look forward to each day,8) Know where to ask if I need a serv,9) Feel more able to stay independent,10) Feel that the senior center has,11) Learn new things,12) Have learned about services and benefits,13) Am more physically active,14) Would recommend the s,15) Please tell us how part,16) I participate in the followin,17a) American Indian or Alaska Native,"17b) Asian, Asian-American","17c) Black, African-American, Other African",17d) Hawaiian Native or Pacific Islander,"17e) Hispanic, Latino",17f) White or Caucasian,17g) Other,18) Zip Code,19) Annual Income
WS109,West Seattle,01/01/2018,03/31/2018,,Most of the time,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,"Enjoy coming to movies Wednesday and Friday, and talking to people I know there","Senior movies, special lunches",0,0,0,0,0,1,0,98126,Low
WS110,West Seattle,01/01/2018,03/31/2018,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sometimes,Sometimes,Not Applicable,Not Applicable,Sometimes,Sometimes,Not Applicable,Not Applicable,Sometimes,Movies we never saw,"Movies, the odd lunch",0,0,0,0,0,1,0,98126,Above Moderate
WS111,West Seattle,01/01/2018,03/31/2018,Almost Never,Sometimes,Most of the time,Not Applicable,Not Applicable,Most of the time,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Almost Never,Most of the time,"The classes, movies, provided an affordable outlet",,0,0,0,0,0,1,0,98126,Above Moderate
WS112,West Seattle,01/01/2018,03/31/2018,Almost Never,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,"it made life much more happy, useful and intelligent people","Bridge, pinochle, movies, cafe for lunch, My birthday lunch",0,0,0,0,0,1,0,98126,Moderate
WS113,West Seattle,01/01/2018,03/31/2018,,Sometimes,Sometimes,Sometimes,Sometimes,,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Always something to do,Movies,0,0,0,0,0,1,0,98116,Very Low
WS114,West Seattle,01/01/2018,03/31/2018,Almost Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Most of the time,Most of the time,Most of the time,,Most of the time,Sometimes,Most of the time,Attend activities at center,"Movies, meals, shop at thriftshop",0,0,0,0,0,1,0,98116,Very Low
WS115,West Seattle,01/01/2018,03/31/2018,Not Applicable,Most of the time,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,Not Applicable,Most of the time,Most of the time,,Line Dance,0,0,0,0,0,1,0,98136,Above Moderate
WS116,West Seattle,01/01/2018,03/31/2018,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,"Meet new friends, activities","Line dancinc, field trips",0,1,0,0,0,0,0,98136,Moderate
WS117,West Seattle,01/01/2018,03/31/2018,Not Applicable,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,,,Most of the time,Sometimes,Most of the time,,Sometimes,Most of the time,I come to lunch here,Have a good time,0,0,0,0,0,1,0,98126,Very Low
WS118,West Seattle,01/01/2018,03/31/2018,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,It has enriched my life,"Volunteer, teach conversational Spanish, Board member",0,0,0,0,0,1,0,98116,Moderate
WS119,West Seattle,01/01/2018,03/31/2018,Not Applicable,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Almost Never,Almost Never,Sometimes,Almost Never,Sometimes,Sometimes,Sometimes,,,0,0,0,0,0,1,0,98168,Moderate
WS120,West Seattle,01/01/2018,03/31/2018,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Almost Never,Sometimes,Sometimes,,Almost Never,Sometimes,Most of the time,,Line dance and lunch,0,0,0,0,0,1,0,98116,Above Moderate
WS121,West Seattle,01/01/2018,03/31/2018,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,"I have observed while working, I'm impressed",AARP Volunteer,0,0,0,0,0,1,0,98005,Very Low
WS122,West Seattle,01/01/2018,03/31/2018,,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Almost Never,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Have educational programs to keep my mind active,"History, Residence, Bridge",0,0,0,0,0,1,0,98116,Low
WS123,West Seattle,01/01/2018,03/31/2018,,Sometimes,Sometimes,Almost Never,Almost Never,,Sometimes,Almost Never,Almost Never,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Helped me to overcome loneliness after my husband's death,"Line dance, conversational Spanish, holiday, lunch",0,0,0,0,0,1,0,98116,Above Moderate
WS124,West Seattle,01/01/2018,03/31/2018,Not Applicable,Most of the time,Most of the time,Almost Never,Most of the time,Most of the time,Most of the time,Not Applicable,Not Applicable,Sometimes,Most of the time,Almost Never,Most of the time,Most of the time,Different types of dancing is very fun,"Paining! Tori is an exceptional teacher, please tell her!",0,0,0,0,0,1,0,98116,Above Moderate
WS125,West Seattle,01/01/2018,03/31/2018,Almost Never,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Not Applicable,Most of the time,Most of the time,Most of the time,Not Applicable,Most of the time,"Meditation - calmer, Spanish better for my brain and happiness","Spanish, meditation",0,0,0,0,0,1,0,98116,Low
WS130,West Seattle,01/01/2018,03/31/2018,Not Applicable,Most of the time,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Socialization with elders to learn their experience,Brain injury support group,0,1,0,1,0,0,0,98109,Very Low
WS131,West Seattle,01/01/2018,03/31/2018,Sometimes,Most of the time,Almost Never,Not Applicable,Not Applicable,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,,Sometimes,Not Applicable,Most of the time,Made it easier to deal with my head injury and it's impact on my life,,0,0,0,0,0,1,0,98116,Very Low
WS132,West Seattle,01/01/2018,03/31/2018,Not Applicable,Sometimes,Not Applicable,Not Applicable,Not Applicable,Sometimes,Not Applicable,Not Applicable,Not Applicable,Sometimes,Almost Never,Most of the time,Not Applicable,Sometimes,The TBI support groups you host once per month are an enormous benefit to my emotional and cognitive life!,TBI Support Group,0,0,0,0,0,1,1,98116,Low
WS133,West Seattle,01/01/2018,03/31/2018,Most of the time,Sometimes,Not Applicable,Not Applicable,Sometimes,Sometimes,Not Applicable,Not Applicable,Not Applicable,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Enjoy volunteering and engaging with staff and members,,0,0,0,0,0,1,0,98116,Above Moderate
WS134,West Seattle,01/01/2018,03/31/2018,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Not Applicable,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,"Given me volunteer opportunities, let me meet people my own age","Volunteering, German",0,0,0,0,0,1,0,98126,Above Moderate
WS135,West Seattle,01/01/2018,03/31/2018,Not Applicable,Most of the time,Not Applicable,Not Applicable,Not Applicable,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Not Applicable,Most of the time,learned Bridge,bridge for fun,0,0,0,0,0,1,0,98146,Moderate
WS136,West Seattle,01/01/2018,03/31/2018,Most of the time,Most of the time,Almost Never,Most of the time,Almost Never,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,"Bridge, cribbage",1,0,0,0,0,1,0,98116,Unknown
WS137,West Seattle,01/01/2018,03/31/2018,Not Applicable,Sometimes,Not Applicable,Not Applicable,Sometimes,Sometimes,Sometimes,Not Applicable,Not Applicable,Sometimes,Most of the time,Sometimes,,Most of the time,"Dance classes, Spanish, History",Convenient for classes,0,0,0,0,0,1,0,98136,Above Moderate
WS138,West Seattle,01/01/2018,03/31/2018,Almost Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Almost Never,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Have a lot of learning classes,"History class, bridge, line dance",0,0,0,0,0,1,0,98116,Moderate
WS139,West Seattle,01/01/2018,03/31/2018,Not Applicable,Almost Never,Almost Never,Almost Never,Almost Never,Sometimes,Almost Never,Most of the time,Almost Never,Sometimes,Almost Never,Almost Never,Almost Never,Most of the time,,Bridge,0,0,0,0,0,1,0,98116,Very Low
WS141,West Seattle,01/01/2018,03/31/2018,Almost Never,Most of the time,Not Applicable,Not Applicable,Sometimes,Sometimes,Sometimes,Not Applicable,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,"Gives me something to look forward to in the week, fun to socialize","Pricing clothing, other items for the thift shop",0,0,0,0,0,1,0,98146,Very Low
WS142,West Seattle,01/01/2018,03/31/2018,Sometimes,Most of the time,Almost Never,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,"Met new friends, drank more coffee",,0,0,0,0,0,1,0,98136,Very Low
WS143,West Seattle,01/01/2018,03/31/2018,Almost Never,Almost Never,Almost Never,Sometimes,Sometimes,Sometimes,Almost Never,Sometimes,Most of the time,Sometimes,Almost Never,Almost Never,Sometimes,Sometimes,,,0,1,0,0,0,0,0,98116,Low
WS144,West Seattle,01/01/2018,03/31/2018,Sometimes,Most of the time,Sometimes,Almost Never,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Almost Never,Almost Never,Sometimes,Most of the time,Love playing bridge with my friends each Wednesday,Bridge Wednesday,0,0,0,0,0,1,0,98126,Above Moderate
WS145,West Seattle,01/01/2018,03/31/2018,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Provides a unique sense of community,"Stop n' shop, EnhanceFitness classes, admin work, help with various events",0,0,0,0,0,1,0,98116,Above Moderate
WS146,West Seattle,01/01/2018,03/31/2018,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,,Most of the time,Given my a wider sense of purpose now that I'm on disability,"Volunteer in kitchen, attend Enhance Fitness, volunteer for miscellaneous events",0,0,0,0,0,1,0,98116,Above Moderate
WS147,West Seattle,01/01/2018,03/31/2018,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,,Caregiver support group,0,0,0,0,0,0,0,98146,Very Low
WS148,West Seattle,01/01/2018,03/31/2018,Not Applicable,Not Applicable,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Helped caring for my elderly parents (90+),Caregiver support group,0,0,0,0,0,1,0,98116,Low
WS149,West Seattle,01/01/2018,03/31/2018,Not Applicable,Most of the time,Sometimes,Sometimes,Not Applicable,Almost Never,Almost Never,Not Applicable,Not Applicable,Most of the time,,Most of the time,Not Applicable,Most of the time,Caregiver support group,,0,0,0,0,0,1,0,98166,Very Low
WS150,West Seattle,01/01/2018,03/31/2018,Not Applicable,Most of the time,Most of the time,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,It's like a family to me,"Groups, games, support",0,0,0,0,0,1,0,98133,Unknown
WS151,West Seattle,01/01/2018,03/31/2018,Not Applicable,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Not Applicable,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,Not Applicable,Most of the time,Helped with adjusting to my husband's and my retirement,"Caregiver support group, Tai Chi",0,0,0,0,0,0,0,98106,Above Moderate
WS153,West Seattle,01/01/2018,03/31/2018,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,It has become a home away from home,"lunch, book discussion, exercise, cribbage, events",0,0,0,0,0,1,0,98166,Low
WS154,West Seattle,01/01/2018,03/31/2018,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Not Applicable,Sometimes,Almost Never,Most of the time,Most of the time,Sometimes,Most of the time,Better balance and Tai Chi ability,Tai Chi,0,0,0,0,0,1,0,98116,Above Moderate
WS155,West Seattle,01/01/2018,03/31/2018,Almost Never,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Almost Never,Almost Never,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Better balance,Tai Chi,0,0,0,0,0,1,0,98116,Above Moderate
WS156,West Seattle,01/01/2018,03/31/2018,Not Applicable,Most of the time,Sometimes,Sometimes,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sometimes,Sometimes,Not Applicable,Most of the time,Sometimes,I do Tai Chi,Tai Chi,0,0,0,0,0,1,0,98136,Above Moderate
WS157,West Seattle,01/01/2018,03/31/2018,Not Applicable,Sometimes,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,Not Applicable,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Love the Tai Chi,Tai Chi,0,0,0,0,0,1,0,98136,Above Moderate
WS158,West Seattle,01/01/2018,03/31/2018,Almost Never,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Better Fitness,Tai Chi,0,0,0,0,0,1,0,98116,Above Moderate
WS159,West Seattle,01/01/2018,03/31/2018,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,(respondend drew a smiley face),Tai Chi,0,0,0,0,0,0,0,98126,Low
WS160,West Seattle,01/01/2018,03/31/2018,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,It has made a great positive difference to me as I recently moved from Ballard to West Seattle,"Yoga, diabetes, reading, Spanish class, AgingWell",0,0,0,0,0,1,0,98116,Very Low
WS163,West Seattle,01/01/2018,03/31/2018,Not Applicable,Most of the time,Almost Never,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Great!,History Films,0,0,0,0,0,1,0,98116,Very Low
WS164,West Seattle,01/01/2018,03/31/2018,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Has changed my life quite a bit,,0,0,1,0,0,0,0,98106,Very Low
WS165,West Seattle,01/01/2018,03/31/2018,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Additional friends/interests,"live dance, diabetes, exercise",0,0,0,0,0,1,0,98106,Above Moderate
WS166,West Seattle,01/01/2018,03/31/2018,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Gets me out of myself!,"Ukes, Diabetic, Support, computer",0,0,0,0,0,1,0,98106,Moderate
WS167,West Seattle,01/01/2018,03/31/2018,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Having things to participate in keeps my mind busy,"pinochle, cribbage, Bingo, nutrition lunch",0,0,0,0,0,1,0,98116,Very Low
WS168,West Seattle,01/01/2018,03/31/2018,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,I have more of a passion for volunteering,,0,0,0,0,0,1,0,98136,Low
WS169,West Seattle,01/01/2018,03/31/2018,Not Applicable,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,"Love the computer lab, been helpful in keeping track of my diabetes",Using the computers in lab for Excel,0,0,0,0,0,1,0,98116,Low
WS170,West Seattle,01/01/2018,03/31/2018,Not Applicable,Sometimes,Not Applicable,Not Applicable,Sometimes,Sometimes,Sometimes,Not Applicable,Not Applicable,Sometimes,Most of the time,Sometimes,Sometimes,Most of the time,It has given me a wonderful history class to attend. It keeps my feet healthy,"History class, footcare, classes",0,0,0,0,0,1,0,98126,Above Moderate
WS171,West Seattle,01/01/2018,03/31/2018,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Keeps in contact with friends I met years ago,"Music, dance, meals, events",0,1,0,0,0,1,0,98126,Above Moderate
WS172,West Seattle,01/01/2018,03/31/2018,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,Assist visitors to travel without their car,1,0,0,0,0,0,0,98126,Moderate
WS173,West Seattle,01/01/2018,03/31/2018,Not Applicable,Sometimes,Sometimes,Not Applicable,Not Applicable,Sometimes,Not Applicable,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Chance to meet nice people and learn new things,Classes and insurance information classes,0,0,0,0,0,1,0,98136,Above Moderate
WS174,West Seattle,01/01/2018,03/31/2018,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Make a lot of new friends,Bingo,0,0,0,0,0,1,0,98116,Low
WS175,West Seattle,01/01/2018,03/31/2018,Not Applicable,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,"Vecause of Lockerbie's class I fulfill my deep need to learn, always learn and study",,0,0,0,0,0,1,0,98136,Very Low
WS176,West Seattle,01/01/2018,03/31/2018,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,"Keeps me involved with others my age, makes me feel happier as I grow older",Vet meetings and Mr. Lockerbie's history class,0,0,0,0,0,1,0,98146,Moderate
WS177,West Seattle,01/01/2018,03/31/2018,,Most of the time,Most of the time,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,,0,0,0,0,0,1,0,98136,Above Moderate
WS178,West Seattle,01/01/2018,03/31/2018,Most of the time,Most of the time,Most of the time,Sometimes,,Sometimes,Sometimes,Not Applicable,Not Applicable,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,"Enhanced, not changed",Bingo and ten years of cashier in Stop n' Shop,0,0,0,0,0,1,0,98136,Moderate
WS179,West Seattle,01/01/2018,03/31/2018,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Not Applicable,Not Applicable,Most of the time,Most of the time,Most of the time,Not Applicable,Most of the time,"I feel appreciated and useful, volunteering is very rewarding, enhjoying making a difference in my community","Bingo, donating to gift shop",0,0,0,0,0,1,0,98116,Above Moderate
